DATA		MARCO / EVENTO	Âmbito	Tópico 1 	Tópico 2	Tópico 3
20/06/1985	FALSE	Criado pelo Ministério da Saúde o grupo de trabalho da SIDA	Nacional	1982-1991		
21/07/2020	FALSE	Homologação do Relatório de Atividades e de Gestão (fonte RIAG2019): Orçamento 49 M€ 	Iscte	2012-2022	Comunidade	
21/11/2014	FALSE	José Socrátes detido no Aeroporto de Lisba sob suspeita de vários crimes	Nacional	2012-2022		Pessoas
22/10/1981	FALSE	Centro de Estudos Africanos criado pelo Conselho Científico	Iscte	1972-1981	Investigação	
23/07/2019	FALSE	Homologação do Relatório de Atividades e de Gestão (fonte RIAG2018): Orçamento 45 M€ 	Iscte	2012-2022	Comunidade	
23/10/2015	FALSE	Eduardo Ferro Rodrigues 14º Presidente da Assembleia da República 	Nacional	2012-2022	Comunidade	Pessoas
25/11/1997	FALSE	Eduardo Ferro Rodrigues ministro do Trabalho e da Solidariedade	Nacional	1992-2001	Comunidade	Pessoas
28/10/1991	FALSE	Criam-se os primeiros três departamentos: Antropologia, Gestão e Sociologia	Iscte	1982-1991	Comunidade	Memória
28/10/1995	FALSE	Eduardo Ferro Rodrigues ministro da Solidariedade e Segurança Social	Nacional	1992-2001	Comunidade	Pessoas
28/10/1995	FALSE	Maria João Rodrigues ministra da Qualificação e Emprego	Nacional	1992-2001	Comunidade	Pessoas
30/03/2015	FALSE	Primeiro doutoramento em Gestão Empresarial Aplicada no âmbito do acordo com a Southern Medical University, Guangzhou	Iscte	2012-2022	Redes	Investigação
30/04/2005	FALSE	Jorge Freitas Branco eleito presidente do Conselho Científico 	Iscte	2002-2011	Comunidade	Pessoas
30/05/2016	FALSE	Homologação do Relatório de Atividades  (fonte RA2015): Orçamento 38,5 M€ 	Iscte	2012-2022	Comunidade	
31/05/2007	FALSE	Carlos Sá da Costa eleito presidente do Conselho Científico 	Iscte	2002-2011	Comunidade	Pessoas
31/12/1993	FALSE	Atribuição de contas de e-mail à comunidade como alternativa ao fax nº +351217903059 e ao telex nº 62542ISCTE-P	Iscte	1992-2001	Infraestruturação	Campus
31/12/2004	FALSE	Adesão à plataforma DeGóis	Iscte	2002-2011	Desmaterialização	
15/12/2022	FALSE	Tomada de posse do diretor da Escola de Tecnologias Digitais, Economia e Sociedade (Iscte Sintra)	Iscte	2012-2022	Comunidade	
